label,palm_cx_norm,palm_cy_norm,palm_angle,tip0_d,tip0_a,tip1_d,tip1_a,tip2_d,tip2_a,tip3_d,tip3_a,tip4_d,tip4_a,ang_vel,contour_area_norm,solidity,aspect_ratio,circularity,num_real_tips,angular_spread,thumb_angle_rel,hand_scale_norm,tip_dx_norm,tip_dy_norm,tip_speed_norm,tip_dir_angle,tip_path_len_norm
play,0.6487551771619394,0.677863431347038,2.879546124441484,0.9234002828598022,0.40180946275280416,0.9152634739875793,2.1464527782990226,1.0,-1.9441612077795076,0.8225408792495728,-1.6283333741637551,0.8261085152626038,0.12762506599333356,25.50174029199099,0.0062548828125,0.6640746500777605,0.8767123287671232,0.21081593907237248,5.0,2.192571321101056,-1.9441612077795076,0.052224774360656735,-0.10625,0.12375,0.16948911666870117,2.2802538871765137,0.28870281934738157
play,0.7137497784548386,0.5879677650617888,2.858102085028057,0.8618969321250916,0.3039220098027524,0.9651772379875183,1.4605944149967431,1.0,2.1490534826180907,0.7000085711479187,-2.014335182031335,0.6898764371871948,-1.6787627606485558,-0.7033871658772861,0.09642415364583333,0.5610557618001364,0.8839590443686007,0.1614569046357848,5.0,2.1197966425301606,2.1490534826180907,0.22890325546264648,-0.04,-0.22125,0.32692699432373046,-1.7496552467346191,0.615629813671112
play,0.7052444967340431,0.5721899817319762,2.7455853931849727,0.8958065509796143,1.593493792959702,1.0,2.0075136887746945,0.6260581612586975,-2.2360733600624836,0.7645014524459839,-1.8580386916555152,0.8124575614929199,0.3412641520644182,-2.31971220766611,0.0949365234375,0.5876681275502493,0.8258064516129032,0.1648746814207561,5.0,2.0395982583424086,2.0075136887746945,0.23475849151611328,-0.10875,-0.24,0.06847672939300536,-1.9962459802627563,0.6841065430641174
play,0.70631222481551,0.5748403742039264,2.6903769985231936,0.8992528915405273,1.6422128693130107,1.0,2.0641214897204074,0.7511001825332642,-1.8146596746958386,0.6917167901992798,-1.486808950485906,0.8102096915245056,0.40500818446583065,-1.7359421146956269,0.0962353515625,0.586466836608179,0.8237179487179487,0.15290735911757375,5.0,2.4044041427633402,2.0641214897204074,0.2363637351989746,-0.105,-0.24,0.00125,-1.9832067489624023,0.6853565430641174
play,0.7066148798262357,0.5809745988577134,2.7497945192878426,0.8954811096191406,1.5880699239683729,1.0,2.00284111086024,0.6303264498710632,-2.184900461078648,0.7902090549468994,-1.7761563417281496,0.7941455245018005,0.3648380327579055,1.6791210417278697,0.0963525390625,0.5723691843601346,0.7981366459627329,0.13291079098092684,5.0,2.095443735240698,2.00284111086024,0.24128013610839844,-0.105,-0.2325,0.00125,-1.9949907064437866,0.6866065430641174
play,0.7045525944179423,0.609323093281223,2.33413259740602,0.8200980424880981,0.9024581909382015,1.0,2.0390586487870763,0.6280199885368347,-1.7594162186499323,0.8228321671485901,-1.3843296607475395,0.6724093556404114,-1.0894695971678132,-14.094217819321532,0.0849560546875,0.5832523214106131,0.8514851485148515,0.16977053740474704,5.0,2.484710439742578,2.0390586487870763,0.23259679794311525,-0.06375,-0.3025,0.0968407154083252,-1.7785007953643799,0.7834472584724427
play,0.7144468292467037,0.5608499827957634,2.910047042090053,0.9100518822669983,1.383281113687385,1.0,1.8335683735512864,0.9375172853469849,2.118700849313167,0.8215844035148621,-1.8404645046154324,0.8673032522201538,0.14515298231308016,16.698306078405196,0.10879557291666667,0.59557179133069,0.815625,0.10655921984746412,5.0,2.3240199532509873,1.8335683735512864,0.23037227630615234,-0.05875,-0.0275,0.10077821731567382,-2.703801393508911,0.8842254757881165
play,0.7101823275512685,0.5839371628254661,2.6930409585615998,0.9021313786506653,1.6346469653161932,1.0,2.062539429956521,0.6028614044189453,-2.135099639997557,0.8724530935287476,-1.6309291340271352,0.7917672991752625,0.4246992184533074,-6.387922211078456,0.10039876302083334,0.5639307394134425,0.7280453257790368,0.12815777738647435,5.0,2.0855462372255076,2.062539429956521,0.24559131622314453,0.005,-0.00375,0.00125,-0.6435011029243469,0.8854754757881165
play,0.706378492041046,0.5718518780388864,2.6968042714979914,0.8991556167602539,1.6389399341903825,1.0,2.067602532824532,0.7046083211898804,-1.7444141541260079,0.6625896096229553,-1.4808973494699895,0.8142497539520264,0.38996218638525004,0.12053636830563291,0.0949560546875,0.5689473581556825,0.8387096774193549,0.15623457474645747,5.0,2.4711686202290464,2.067602532824532,0.2384336280822754,0.0025,-0.00375,0.00125,-0.9827937483787537,0.8867254757881164
play,0.7058386433682043,0.5768707836772081,2.726961641365939,0.8960850238800049,1.6103771442125554,1.0,2.038309269976563,0.7083954811096191,-1.9012553050914365,0.6411939859390259,-1.4517200779404211,0.7977550029754639,0.3687657347250819,0.9427741327346739,0.0991064453125,0.589064419700297,0.8248407643312102,0.16092524676582629,5.0,2.343620732111587,2.038309269976563,0.24271177291870116,0.0025,-0.00375,0.00125,-0.9827937483787537,0.8879754757881164
play,0.7079450534960819,0.6146755952380952,2.318625276694597,0.829467236995697,0.9178475376352555,1.0,2.046886626837532,0.5975483655929565,-1.866720290788494,0.6611683964729309,-1.493886355658237,0.6169402003288269,-1.1655492097298592,-12.699833512679684,0.09000651041666667,0.6162933244176976,0.9065743944636678,0.19919151736073804,5.0,2.36957838955356,2.046886626837532,0.23930883407592773,-0.00125,-0.0025,0.10077821731567382,-2.0344438552856445,0.9807497876882553
play,0.7059753071340282,0.576731703265703,2.6523619718589675,0.9034379720687866,1.679032193547279,1.0,2.0972227174385045,0.7239919304847717,-1.7554166259591377,0.6500826478004456,-1.39917847166136,0.818734884262085,0.4438393003968688,12.417880446707889,0.09744140625,0.579582748438937,0.8242811501597445,0.1357703914920516,5.0,2.4305459637819435,2.0972227174385045,0.2412058448791504,-0.005,-0.00125,0.0968407154083252,-2.8966140747070312,1.0687516683340073
play,0.7131404617464514,0.5718006416906909,2.9015907066807243,0.9125319123268127,1.3897660853501321,1.0,1.8191030483248625,0.9386866688728333,2.0961307591276395,0.7879243493080139,-1.8943417981108792,0.8552170991897583,0.17561704746727935,7.99703999034421,0.11818359375,0.6183533739823551,0.793939393939394,0.1280444527994057,5.0,2.2927127499410673,1.8191030483248625,0.23933860778808594,-0.00625,-0.00125,0.001767766922712326,-2.944197177886963,1.0629159818589686
play,0.7060450417183891,0.5840954206669705,2.6943397822252315,0.9052485823631287,1.6285955967464094,1.0,2.0491042346185306,0.7267005443572998,-1.6827916418452618,0.6488988399505615,-1.4175486844684895,0.809962272644043,0.41827348352053395,-6.629146729155039,0.10358235677083333,0.5804277440831775,0.8173374613003096,0.15730184538762665,5.0,2.5512894307157943,2.0491042346185306,0.24682628631591796,-0.005,-0.00125,0.0,-2.8966140747070312,1.0604159818589687
play,0.7017682464795929,0.5812493388591263,2.6981180088637267,0.8964980244636536,1.6309722776251832,1.0,2.0643222217299915,0.6854048371315002,-1.8544630317566824,0.6581246852874756,-1.5383607301274096,0.8020956516265869,0.4118639528703074,0.07521134837563705,0.10086588541666666,0.591431816229732,0.8296529968454258,0.16842801406864893,5.0,2.364400053692912,2.0643222217299915,0.24655838012695314,-0.00375,-0.00125,0.001767766922712326,-2.8198421001434326,1.025933748781681
play,0.6999520752508187,0.5834115186262854,2.7325875691687322,0.9039347171783447,1.6068235025006228,1.0,2.025601602610223,0.7120296359062195,-1.7086411313742733,0.6544805765151978,-1.4446554227325288,0.8063437938690186,0.37779868675206796,1.0063818811597334,0.10404296875,0.59538401356109,0.8167701863354038,0.1730752321441455,5.0,2.54894257319509,2.025601602610223,0.24655546188354494,0.08625,-0.04,0.0027950850129127504,-0.4342443346977234,0.9919652301073074
play,0.70275765854485,0.5934286989386222,2.8972867720430475,0.8487347960472107,0.28042764053020264,0.9627513885498047,1.4253593038330692,1.0,2.1034521144850693,0.7112041711807251,-2.0444890417938186,0.7055771946907043,-1.7413186400265832,4.8533285938985635,0.102470703125,0.5476942349348853,0.8566775244299675,0.14629724200237204,5.0,2.1352441509006983,2.1034521144850693,0.23839967727661132,0.05625,0.0225,0.06336895942687988,0.38050636649131775,1.0473302841186523
play,0.7035914809551866,0.5885192469876038,2.6715825380782867,0.9154458045959473,1.599150459912961,1.0,2.0646080649753404,0.7532567977905273,-1.6423293985494705,0.6824923753738403,-1.3229077159601117,0.8229863047599792,0.41147664572378195,-3.8261748093740686,0.09392252604166666,0.5236716729434184,0.7909090909090909,0.11676424410240144,5.0,2.576247843654775,2.0646080649753404,0.2469314765930176,-0.00375,0.0025,0.06483151435852051,2.5535900592803955,1.1096617984771728
play,0.6957274158438727,0.5851586688127168,2.9901501339896743,0.9062053561210632,1.2792947273536512,1.0,1.746040390821456,0.9384621381759644,2.0479313631843077,0.849814236164093,-1.8971415356859607,0.7963706851005554,0.030434422228070357,4.924063834465983,0.127919921875,0.6101971257987128,0.7492957746478873,0.1275262676025488,5.0,2.3381124083093177,1.746040390821456,0.24866561889648436,-0.01,-0.00125,0.007288689613342285,-3.017237663269043,1.1082004880905152
play,0.6751154202147353,0.5974832366613188,2.8930669932958164,0.8873670101165771,1.440042306967798,1.0,1.8817486678170772,0.6282472610473633,-2.209524796849095,0.6951606869697571,-1.8531723467566699,0.7021588683128357,0.109173054539081,-1.4485967667559991,0.10990397135416667,0.608503275689607,0.7514970059880239,0.18859826782693204,5.0,2.191911842513414,1.8817486678170772,0.25899444580078124,-0.0175,-0.0025,0.00673145592212677,-2.9996955394744873,0.9454428273439407
play,0.6766907923629891,0.6022069474300594,2.9194069880572453,0.8854301571846008,1.3830018957221082,1.0,1.8622374605700802,0.5916185975074768,-2.3009848226047374,0.6981536746025085,-1.9972273297685919,0.6806493997573853,0.07209368768756264,0.4251588232788801,0.1173583984375,0.6131742535695152,0.7385057471264368,0.18749884546603074,5.0,2.119963024004768,1.8622374605700802,0.26947013854980467,-0.01125,-0.01125,0.008385254740715027,-2.356194496154785,0.6269010877609253
play,0.6788046559604185,0.5922711877329842,2.890677338849688,0.8885685205459595,1.4310020679793514,1.0,1.9027442547909068,0.736004650592804,-1.9535276244332778,0.6387922167778015,-1.5868200147093199,0.6885572671890259,0.05074484141666202,-0.3614715612152984,0.12511555989583334,0.6166254893152795,0.7288135593220338,0.1289552746513122,5.0,2.4269134279554017,1.9027442547909068,0.2712527847290039,-0.065,-0.0425,0.009013878107070923,-2.562518358230591,0.5674382364749908
play,0.6765789819804351,0.5910444237525425,2.890070670753369,0.8863906860351562,1.4487291989024644,1.0,1.912239044739783,0.7261102199554443,-1.962851893183903,0.6706047654151917,-1.6678675019365463,0.6674015522003174,0.032366071819657005,-0.00951959783559551,0.123232421875,0.5892736230124448,0.7197802197802198,0.1465231019610141,5.0,2.4080943692559007,1.912239044739783,0.27825082778930665,-0.0025,-0.02875,0.007603453397750854,-1.6575347185134888,0.5737916898727417
play,0.6757291183375648,0.5873191596607368,2.9511673145853123,0.8863404989242554,1.369108576453673,1.0,1.8478527505102047,0.6266510486602783,-2.2330282787067084,0.7127749919891357,-1.868977969473772,0.6518945693969727,-0.0015964565519039908,0.9912958113903452,0.12629069010416666,0.6015147756519582,0.6945945945945946,0.18199211683115318,5.0,2.202304277962673,1.8478527505102047,0.2821997833251953,0.0025,-0.03125,0.0063737744092941286,-1.4909663200378418,0.5789154642820358
play,0.6719443334237358,0.577669948914614,2.9132369764437502,0.8908550143241882,1.408604749117245,1.0,1.893997666839189,0.6882537007331848,-1.9421535588675107,0.6115052103996277,-1.603738414906417,0.6567721366882324,0.015376116131119666,-0.5866503764519795,0.11402506510416667,0.5712317150731397,0.711484593837535,0.12696133702752688,5.0,2.4470340814728866,1.893997666839189,0.27659513473510744,0.0075,-0.02875,0.00125,-1.3156139850616455,0.48332474887371063
play,0.6717699325724251,0.5654910954163365,3.1247843786858667,0.8894214630126953,1.1770379411206324,1.0,1.6534179838874952,0.9355072975158691,1.945340444551113,0.713603675365448,-2.09850112323255,0.6888489127159119,-0.2550443157278188,3.1796388361209007,0.11914388020833333,0.5737418389020825,0.7020057306590258,0.1190261704353477,5.0,2.239343739395923,1.6534179838874952,0.2673735046386719,-0.005,-0.02,0.008838834762573243,-1.8157750368118286,0.39138536632061005
play,0.6617197706037714,0.5627310311667738,3.1273545954539026,0.8864818811416626,1.0897039951617007,1.0,1.6264485043513872,0.944086492061615,1.9188384667898681,0.7041662931442261,-1.9431260514399855,0.6938158273696899,-0.2990015691790595,0.040175569808109296,0.11462239583333333,0.6006977319446932,0.6794117647058824,0.13185853946069148,5.0,2.421220788949732,1.6264485043513872,0.2566086387634277,-0.025,-0.00375,0.017365554571151732,-2.9927027225494385,0.40750092089176176
play,0.6531830561345058,0.5696532362894445,3.0684598532112357,0.9216317534446716,1.1251180381559571,1.0,1.6279818405663198,0.9768555760383606,1.9494553474011944,0.7553333640098572,-2.0215294230888925,0.7167940139770508,-0.23625310903732233,-0.7545826894529519,0.10698567708333333,0.5852103773080963,0.7253086419753086,0.12390294272185776,5.0,2.312200536689499,1.6279818405663198,0.23807222366333008,-0.0475,0.02625,0.030948545932769776,2.6367313861846924,0.43719946682453154
play,0.6524550118300118,0.5687932649555456,0.05720517875166031,0.9390484690666199,-2.1925279232034502,1.0,-1.681118734731002,0.9562646150588989,-1.355311326173563,0.9094775915145874,-0.6980186029675002,0.7991614937782288,1.1186668948416871,-47.108320251930174,0.1132763671875,0.5942366803278688,0.8238993710691824,0.12071471494044568,5.0,2.9719904891344484,-1.681118734731002,0.2253437614440918,-0.055,0.045,0.015258194208145141,2.4558632373809814,0.4512076610326767
play,0.643069762670248,0.5690694240960803,3.0209653046468716,0.9215090870857239,1.1474317947702914,1.0,1.6653687025987693,0.9383240938186646,2.0096210915718826,0.8066600561141968,-1.8378797726238307,0.7392563223838806,-0.1839724524446562,45.872889931888686,0.09998372395833334,0.6297799922084846,0.7166123778501629,0.1445429258076053,5.0,2.435684442983873,1.6653687025987693,0.2190159797668457,-0.055,0.05125,0.0063737744092941286,2.3914740085601807,0.356803218126297
play,0.64346500629677,0.5648783746386487,3.00671952334382,0.925762414932251,1.1558761487847633,1.0,1.6775270792210017,0.9376967549324036,2.010490366093129,0.7885265946388245,-1.7850567144899745,0.7529110908508301,-0.1470212590186284,-0.22019870021674445,0.09671549479166666,0.6288907468752315,0.7391304347826086,0.13782072779856758,5.0,2.4876382265964825,1.6775270792210017,0.2140117835998535,-0.04625,0.0525,0.0025,2.292987585067749,0.2624625027179718
play,0.6431283206171438,0.5619147613886596,3.0125494492861122,0.930137038230896,1.160672628126215,1.0,1.6725694429296665,0.9390531182289124,1.9706399138026391,0.8061805963516235,-1.8610648284477214,0.7615677714347839,-0.14900228225907552,0.09456008577009055,0.094609375,0.6315652230600404,0.735593220338983,0.14021878136776414,5.0,2.4514805649292253,1.6725694429296665,0.21097728729248047,-0.03125,0.045,0.00125,2.177783966064453,0.26194473579525945
play,0.6405848243833397,0.5615617994736571,3.0013801516743204,0.9229726195335388,1.1825416234819128,1.0,1.705193975952774,0.943566083908081,1.9998048169896752,0.8007892966270447,-1.9195691907827017,0.7548551559448242,-0.12744782644122843,-0.17061175829098113,0.091806640625,0.633071078238813,0.7301038062283737,0.135531698368465,5.0,2.3638112994072094,1.705193975952774,0.20944061279296874,-0.0075,0.02375,0.0027950850129127504,1.8766752481460571,0.2647398208081722
play,0.642666451580452,0.5621015211938123,2.990401802712687,0.9230865836143494,1.2069160425997394,1.0,1.7142015123438243,0.9430157542228699,2.0083044177385485,0.7839294075965881,-1.9077169525644713,0.7564863562583923,-0.08893235692818502,-0.13284173755412973,0.09033365885416667,0.6289849159668627,0.726643598615917,0.13936045248869638,5.0,2.3671639368765662,1.7142015123438243,0.20976724624633789,0.0025,0.01125,0.00125,1.3521274328231812,0.2642220538854599
play,0.6467768563980484,0.5628790003946925,2.9810948536511868,0.9242134690284729,1.2282416004744867,1.0,1.7257217180391837,0.941453218460083,2.033084660776704,0.7791568040847778,-1.8272002215155236,0.7655934691429138,-0.04931625481009405,-0.14491763563766327,0.0875146484375,0.612898813391239,0.718213058419244,0.12841154454534348,5.0,2.4229004248873585,1.7257217180391837,0.21023065567016602,0.0075,0.005,0.00375,0.588002622127533,0.26517696887254716
play,0.6521772370433687,0.5580852853258153,2.9917168716589675,0.9236679077148438,1.2021453723023932,1.0,1.7183145537765183,0.9387868642807007,2.0160557342559544,0.8101598024368286,-1.828617918007277,0.7910005450248718,-0.049305406853890954,0.1665593927790326,0.09044596354166666,0.6184614699728442,0.7380952380952381,0.13221158155649526,5.0,2.438511654916355,1.7183145537765183,0.2086017608642578,0.0125,0.00125,0.005153881907463073,0.09966865181922913,0.20696189135313034
play,0.6545026298443716,0.5562847588824664,3.0067347033620333,0.9242472052574158,1.1992781575952236,1.0,1.7243227989502792,0.9430984854698181,2.0361130454235816,0.7958734631538391,-1.8634279836904448,0.7976543307304382,-0.05375776896656603,0.24360468876558844,0.0909521484375,0.6207896373977959,0.7525773195876289,0.13277643019516105,5.0,2.3836442780655602,1.7243227989502792,0.20880725860595703,0.01875,-0.00125,0.0063737744092941286,-0.06656816601753235,0.14850415140390397
play,0.65686371996997,0.5527222972972973,2.9966490459977946,0.92066890001297,1.2010299012775816,1.0,1.7374266952473292,0.938317060470581,2.052716341148331,0.7988616228103638,-1.8575951440073255,0.8119047284126282,-0.054011080418912005,-0.16099098433356393,0.09033203125,0.6099906578007364,0.7750865051903114,0.12669742028824751,5.0,2.37287382202393,1.7374266952473292,0.20793228149414061,0.01875,-0.00375,0.0027950850129127504,-0.19739556312561035,0.14401054680347442
play,0.656989829325891,0.5556941104909117,3.0260245117696956,0.9253128170967102,1.2047046272778248,1.0,1.695519614854999,0.9420714974403381,2.0138451908365855,0.8138608336448669,-1.8687172791967706,0.8088125586509705,-0.0728994268045815,0.4598850138064728,0.09476725260416667,0.6269516528480672,0.7713310580204779,0.14072404790408669,5.0,2.40062283714623,1.695519614854999,0.20842521667480468,0.015,-0.0025,0.0027950850129127504,-0.16514867544174194,0.1400741758942604
play,0.6535510466204884,0.5574843631539045,3.0092876095829837,0.922478437423706,1.2019765769282724,1.0,1.7074412166857176,0.9368630647659302,2.0320813287120583,0.7976388335227966,-1.8520945316681299,0.79195636510849,-0.060310291131009386,-0.20273273453529886,0.09445963541666667,0.6297172370391267,0.7671232876712328,0.13866780912668322,5.0,2.399009446799398,1.7074412166857176,0.20949260711669923,0.0075,-0.0025,0.00375,-0.32175055146217346,0.1354389211535454
play,0.6504367634680135,0.562117716517022,3.029645878219986,0.9271918535232544,1.1802846256695538,1.0,1.669398997444235,0.9449445009231567,1.9699011725945272,0.7832316160202026,-1.896615686299417,0.7700987458229065,-0.1117452085263464,0.2959185166684108,0.0966796875,0.6295907660020986,0.7593220338983051,0.14295782952549074,5.0,2.416668448285642,1.669398997444235,0.21353963851928712,-0.00375,-0.0025,0.0063737744092941286,-2.5535900592803955,0.13279881745576858
play,0.6450618414301934,0.5619428471223896,3.044779291114361,0.9228352308273315,1.1599761637507129,1.0,1.6799028725761778,0.9399036765098572,1.988879151988554,0.7718899846076965,-1.8055565064189236,0.7429651021957397,-0.20062605555006918,0.24183386381883443,0.10416015625,0.6518165429156354,0.7278688524590164,0.16185503020685094,5.0,2.4887496487721084,1.6799028725761778,0.21968231201171876,-0.00875,-0.0075,0.0063737744092941286,-2.432966470718384,0.13156913846731186
play,0.6485748534024436,0.5580267417582504,0.06382736598992711,0.9356546998023987,-2.185223921900025,1.0,-1.6576044144696636,0.9305068850517273,-1.3092751573574435,0.8989418745040894,-0.6756514877144468,0.7853562235832214,1.0795730587583083,-43.749277728096054,0.11398600260416666,0.6111561990034121,0.8280254777070064,0.13721377361191925,5.0,3.0183883265212526,-1.6576044144696636,0.22237478256225585,-0.01625,-0.01125,0.007071067690849304,-2.53604793548584,0.13226643174886704
play,0.6460173028326068,0.5625231102679584,3.0595361330305986,0.9243797063827515,1.1233593263372565,1.0,1.6613162097642462,0.935809314250946,1.983162716261682,0.7895235419273376,-1.853524449571684,0.7282034158706665,-0.26227433012285495,55.06458910284969,0.11239095052083334,0.6534407055528219,0.7049689440993789,0.15945717710237353,5.0,2.44649814134622,1.6613162097642462,0.22877202987670897,-0.00875,-0.01625,0.00625,-2.0647377967834473,0.13726643174886705
play,0.6474625285327056,0.5619029630422204,3.0810504798968044,0.9229913949966431,1.1174731939156164,1.0,1.656502724275982,0.9378761649131775,1.9845757984124752,0.770868718624115,-1.9137631508701034,0.7305002212524414,-0.2835500632107766,0.30622375913558286,0.1140869140625,0.6493223777454585,0.7272727272727273,0.15763063275744507,5.0,2.3848463578970076,1.656502724275982,0.2297144889831543,0.0,-0.0175,0.005153881907463073,-1.5707963705062866,0.13358147889375688
play,0.6466089065841023,0.5619673397943383,3.088354465502455,0.916711151599884,1.1101656704056069,1.0,1.6521656471522705,0.9388341307640076,1.980180123959193,0.7838409543037415,-1.9255712725671188,0.7274655103683472,-0.29201472820271457,0.09217566718134527,0.11341634114583334,0.6532883326301974,0.7192429022082019,0.16444159673030007,5.0,2.3774339106532745,1.6521656471522705,0.22977130889892577,0.00625,-0.01625,0.0,-1.2036224603652954,0.11621592432260514
play,0.6452157671263967,0.560227114501138,3.0703552249590462,0.9221101403236389,1.1280852583068608,1.0,1.6642373713066565,0.9416868686676025,1.973469798335378,0.748065173625946,-2.071356403843157,0.7854157090187073,-1.8039115794807725,-0.2848851754466315,0.11234700520833334,0.6459479693056336,0.7102803738317757,0.15639262662943482,5.0,2.2383591050010514,1.6642373713066565,0.22869264602661132,0.0025,-0.01,0.0025,-1.3258177042007446,0.08776737838983535
play,0.6445520488029466,0.5567338244321669,3.0506278591842833,0.9270791411399841,1.1347430193673418,1.0,1.6754812671818877,0.9392172694206238,2.0062283316929648,0.7836880683898926,-1.8432084713894417,0.7338330149650574,-0.2683357731183529,-0.33456619416913563,0.1104736328125,0.6431881283817719,0.7174603174603175,0.14192486027819665,5.0,2.4337485040971796,1.6754812671818877,0.2265616226196289,0.005,-0.005,0.0025,-0.7853981852531433,0.07500918418169021
play,0.644599937828629,0.5543224796378887,3.051105363967735,0.9276591539382935,1.1306220330394225,1.0,1.6638161131321318,0.9371886849403381,1.9835838052156731,0.7819467782974243,-1.816529496492559,0.7371443510055542,-0.26279004695407693,0.0068709997161096655,0.10875325520833333,0.6488192340557757,0.7133757961783439,0.1460894625487728,5.0,2.483072005471354,1.6638161131321318,0.22509422302246093,-0.0025,-0.00125,0.0025,-2.677945137023926,0.07113540977239609
play,0.6431076038148795,0.5553903098574089,3.064747140335557,0.9279383420944214,1.1152675372918397,1.0,1.655499322924058,0.9370529651641846,1.970606382018012,0.795667290687561,-1.9150525805861525,0.7331482172012329,-0.2752890514231683,0.22194372131690634,0.10795572916666667,0.6465410521595882,0.7111111111111111,0.14188293795121823,5.0,2.3975263445754216,1.655499322924058,0.22449111938476562,-0.0075,0.00125,0.00125,2.9764440059661865,0.06988540977239609
